@relation "All Clustering"

@attribute "Member id" numeric
@attribute SEC {1,2,3,4}
@attribute FEH {1,2,3}
@attribute MT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}
@attribute SEX {1,2}
@attribute AGE {1,2,3,4}
@attribute EDU {1,2,3,4,5,6,7,8,9}
@attribute HS real
@attribute CHILD {1,2,3,4,5}
@attribute CS {1,2}
@attribute "Affluence Index" real
@attribute "No. of Brands" integer
@attribute "Brand Runs" integer
@attribute "Total Volume" integer
@attribute "No. of  Trans" integer
@attribute "Value" real
@attribute "Trans / Brand Runs" real
@attribute "Vol/Tran" real
@attribute "Avg. Price " real
@attribute "Pur Vol No Promo - %" real
@attribute "Pur Vol Promo 6 %" real
@attribute "Pur Vol Other Promo %" real
@attribute "Br. Cd. 57, 144" real
@attribute "Br. Cd. 55" real
@attribute "Br. Cd. 272" real
@attribute "Br. Cd. 286" real
@attribute "Br. Cd. 24" real
@attribute "Br. Cd. 481" real
@attribute "Br. Cd. 352" real
@attribute "Br. Cd. 5" real
@attribute "Others 999" real
@attribute "Pr Cat 1" real
@attribute "Pr Cat 2" real
@attribute "Pr Cat 3" real
@attribute "Pr Cat 4" real
@attribute "PropCat 5" real
@attribute "PropCat 6" real
@attribute "PropCat 7" real
@attribute "PropCat 8" real
@attribute "PropCat 9" real
@attribute "PropCat 10" real
@attribute "PropCat 11" real
@attribute "PropCat 12" real
@attribute "PropCat 13" real
@attribute "PropCat 14" real
@attribute "PropCat 15" real

@data
1010010,4,3,10,1,4,4,-1.5036829163793333,4,1,-1.3163799485817202,-0.40302774776137784,0.12007268450484952,-0.5005897716045471,-0.41046808054108824,-0.58810306336238083,-0.46299043199122536,-0.32431044290711875,-0.43855864876146311,1.00000,0.00000,0.00000,0.37695,0.13084,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49221,0.23364,0.56075,0.13084,7.476635514018691E-2,0.50156,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.8037383177570093E-2,0.00000,0.13084,0.33956
1010020,3,2,10,2,2,4,-0.36668260153673704,2,1,0.17353077884099913,0.86302800436860483,0.8895638535612953,0.26513908666909242,0.50763387034298624,0.3896409873519765,-0.39072304113881079,-0.26401168627899491,5.2802792709613987E-2,0.88730,9.6601073345259386E-2,1.6100178890876567E-2,2.1466905187835419E-2,7.5134168157423978E-2,0.00000,0.00000,0.00000,5.9033989266547404E-2,0.00000,0.14490,0.69946,0.29338,0.54741,9.4812164579606437E-2,6.4400715563506267E-2,0.45617,0.34705,2.6833631484794274E-2,1.6100178890876567E-2,1.4311270125223614E-2,0.00000,5.9033989266547404E-2,0.00000,0.00000,8.0500894454382826E-2,0.00000
1014020,2,3,10,2,4,5,0.77031771330585919,4,1,0.52409800882281543,0.86302800436860483,2.0438006071459642,1.4394711592316067,1.8274054247388434,0.6936644704056012,-0.35129336673791578,-0.19450061961046322,-0.90655079070912747,0.94156,1.948051948051948E-2,3.896103896103896E-2,2.5974025974025976E-2,0.54545,0.00000,3.0303030303030304E-2,0.00000,0.00000,0.00000,1.948051948051948E-2,0.37879,0.12013,0.31818,0.56169,0.00000,0.24459,0.12121,3.3549783549783552E-2,1.0822510822510822E-2,8.658008658008658E-3,0.00000,0.00000,1.6233766233766232E-2,0.00000,0.56169,3.246753246753247E-3
1014030,4,3,10,2,4,5,-0.366683,4,1,-1.4916635635726285,-1.0360556238263692,-1.1303504652118748,-1.3403176371903451,-1.5580955191461814,-1.3852447098046594,-0.62107534948088228,-0.16100131037261675,-1.1313997523718287,1.00000,0.00000,0.00000,0.40000,0.60000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40000,0.60000,0.00000,0.40000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60000,0.00000
1014190,4,1,10,2,3,4,-0.36668260153673704,3,1,-0.61524548861808759,-0.40302774776137784,-0.93797767294776335,-0.4651989420204713,-1.0416631717738896,-0.84513595220101334,-0.17316808326018793,0.89809223553160922,-1.2595181756782976,0.61446,0.14458,0.24096,4.8192771084337352E-2,0.14458,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80723,0.00000,4.8192771084337352E-2,0.14458,0.80723,0.80723,0.00000,0.00000,4.8192771084337352E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.14458,0.00000
1017020,4,3,10,2,3,4,0.20181755588456107,2,1,-0.3523200661317254,-0.40302774776137784,0.98575024969335101,0.80565357486224976,0.56501524227324096,0.41681627075341782,-0.39958274530581361,0.1135296141131503,-0.6548094548893052,1.00000,0.00000,0.00000,7.7028885832187075E-2,6.6024759284731768E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85695,0.21596,0.44979,6.6024759284731768E-2,0.26823,0.48693,9.9037138927097659E-2,0.00000,6.8775790921595595E-3,7.1526822558459421E-2,0.00000,0.00000,0.00000,0.00000,6.6024759284731768E-2,0.26960
1017110,4,2,10,2,4,1,-0.93518275895803515,2,1,-0.52760368112263356,0.23000012830361349,0.12007268450484952,-0.25285396451601666,-0.29570533668057897,-0.37353155483850042,-0.41782331270846634,-0.13007887107614305,-0.45659829243798805,0.97739,2.2613065326633167E-2,0.00000,0.45226,4.5226130653266333E-2,7.537688442211055E-3,0.00000,0.00000,0.00000,0.00000,0.00000,0.49497,6.78391959798995E-2,0.65829,4.5226130653266333E-2,0.22864,0.82161,0.00000,2.2613065326633167E-2,7.537688442211055E-3,0.00000,0.00000,0.00000,0.00000,0.00000,4.5226130653266333E-2,0.10302
1017160,4,3,10,2,2,4,0.20181755588456107,3,1,-1.4916635635726285,-0.40302774776137784,-0.74560488068365194,-0.33650501626019574,-0.35308670861083363,-0.86948047691480446,0.19475574256395392,-0.17306106169824151,-1.5258517813765815,0.93548,0.00000,6.4516129032258063E-2,4.3010752688172046E-2,0.79032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16667,4.0322580645161289E-2,4.3010752688172046E-2,0.89516,2.1505376344086023E-2,6.4516129032258063E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.0645161290322578E-3,0.00000,0.89516,3.2258064516129031E-2
1017360,4,3,10,2,4,4,0.77031771330585919,4,1,-1.7528361499090444E-3,-1.0360556238263692,-0.36085929615542905,1.8757435675589409,-0.2383239647503243,2.0110995636379752,-0.14117470710156685,2.2755151148600898,-2.1662993506191681E-2,0.89807,0.10193,0.00000,0.38505,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61495,0.10815,0.89185,0.00000,0.00000,0.70461,0.28029,0.00000,0.00000,1.5100037750094376E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1017460,1,3,5,1,4,7,-0.93518275895803515,4,1,-0.96581271859990392,0.23000012830361349,-0.26467290002337335,-0.5739453092879041,-0.75475631212261618,-0.39278071391452141,-0.47341361336416982,-3.5545569547378139E-3,0.38789789167351779,1.00000,0.00000,0.00000,6.70690811535882E-2,0.12072,0.00000,0.00000,0.00000,0.00000,0.00000,0.40241,0.40979,0.61368,9.792085848423876E-2,0.12072,0.16767,0.23877,0.46278,0.15091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12072,2.6827632461435279E-2
1017490,4,3,10,2,4,4,0.77031771330585919,4,1,1.1375906612909941,0.23000012830361349,0.7933774574292396,0.56113511591772625,0.62239661420349557,0.24697074949440959,-0.33313496405329301,-0.11075234651584689,-0.6083639956725706,0.81720,0.17358,9.2165898617511521E-3,2.4577572964669739E-2,0.00000,0.00000,0.00000,4.608294930875576E-3,2.7649769585253458E-2,0.00000,0.00000,0.94316,0.24424,0.15361,0.00000,0.60215,0.78648,0.00000,0.11982,0.00000,3.6866359447004608E-2,6.1443932411674347E-3,2.7649769585253458E-2,0.00000,4.608294930875576E-3,0.00000,1.8433179723502304E-2
1020070,3,3,10,2,1,4,0.20181755588456107,4,1,8.5888971345545045E-2,0.23000012830361349,0.50481826903307236,0.25226969409306488,1.7126426808783342,0.23819539756269417,0.11020181985902687,-0.7541038345836707,-0.18158106966803558,0.98919,1.0810810810810811E-2,0.00000,0.34054,7.567567567567568E-2,0.00000,0.00000,0.00000,0.00000,6.4864864864864868E-2,0.00000,0.51892,0.40721,0.51712,7.567567567567568E-2,0.00000,0.44144,0.00000,0.42162,0.00000,4.3243243243243246E-2,0.00000,0.00000,0.00000,0.00000,7.567567567567568E-2,1.8018018018018018E-2
1020210,4,3,17,2,3,3,-0.36668260153673704,3,2,-0.79052910360899575,-0.40302774776137784,-0.64941848455159623,1.1273883892629386,-0.29570533668057897,0.22715543868085863,0.10410784344786099,1.5281369361972621,-1.1744331187413728,1.00000,0.00000,0.00000,3.0229746070133012E-2,0.00000,0.00000,0.00000,0.00000,1.4510278113663845E-2,0.00000,0.00000,0.95526,5.6831922611850064E-2,3.3857315598548973E-2,0.00000,0.90931,0.97823,7.2551390568319227E-3,0.00000,0.00000,0.00000,0.00000,1.4510278113663845E-2,0.00000,0.00000,0.00000,0.00000
1024050,4,3,17,2,3,3,0.77031771330585919,4,1,-0.61524548861808759,0.23000012830361349,-0.55323208841954052,0.45496262716549885,-0.18094259282006964,-7.0074223522405762E-2,6.9981575545331839E-2,0.54966260703027126,-0.95621852401020446,1.00000,0.00000,0.00000,0.36893,0.32039,0.00000,0.00000,0.00000,0.00000,9.0614886731391592E-2,0.00000,0.22006,0.00000,0.49191,0.32039,0.18770,0.58900,0.00000,9.0614886731391592E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32039,0.00000
1024100,3,1,13,2,4,3,0.77031771330585919,4,1,-0.1770364511408172,-1.0360556238263692,-0.74560488068365194,-0.35580910512423708,-0.35308670861083363,-0.47600501933143541,0.19475574256395392,-0.19718056434949102,-0.4843237888956427,1.00000,0.00000,0.00000,0.39344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60656,3.2786885245901641E-2,0.68306,7.650273224043716E-2,0.20765,0.63388,0.00000,4.9180327868852458E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.650273224043716E-2,0.24044
1024120,4,3,10,2,4,3,0.20181755588456107,1,2,-0.3523200661317254,0.23000012830361349,0.31244547676896095,0.53217898262166419,1.0814475896455329,0.20450936917965754,5.3212784668558062E-3,-0.37807683423386246,-0.63499125382158605,1.00000,0.00000,0.00000,0.18069,0.18692,0.00000,0.00000,0.00000,0.00000,0.27414,0.00000,0.35826,8.4112149532710276E-2,0.65421,0.18692,7.476635514018691E-2,0.42368,1.8691588785046728E-2,0.28660,0.00000,7.476635514018691E-2,0.00000,0.00000,9.3457943925233638E-3,0.00000,0.18692,0.00000
1024220,4,3,10,2,4,3,-0.36668260153673704,4,1,-0.52760368112263356,2.1290837564985874,1.1781230419574624,0.93113015247851838,0.39287112648247696,0.65290154530343925,-0.48396088022964923,0.35735642204458812,-0.49155902903546306,0.88642,5.0913838120104436E-2,6.2663185378590072E-2,8.3550913838120106E-2,0.10966,9.3994778067885115E-2,9.3994778067885115E-2,0.00000,0.00000,3.1331592689295036E-2,2.3498694516971279E-2,0.56397,9.3994778067885115E-2,0.61619,0.10966,0.18016,0.49086,2.3498694516971279E-2,7.0496083550913843E-2,0.11749,3.1331592689295036E-2,0.00000,0.00000,0.00000,0.00000,0.10966,0.15666
1024400,4,3,10,2,4,1,0.77031771330585919,2,1,-1.1410963335908122,0.23000012830361349,-0.26467290002337335,0.34879013841327156,-8.7984770293056628E-3,6.5236041747270795E-2,-8.9493099460717512E-2,0.22802292593785939,-0.61347842614876946,1.00000,0.00000,0.00000,0.60855,0.19487,0.00000,0.00000,0.00000,2.564102564102564E-2,0.00000,0.00000,0.17094,3.4188034188034191E-2,0.70256,0.19487,6.8376068376068383E-2,0.71111,3.4188034188034191E-2,0.00000,0.00000,3.4188034188034191E-2,0.00000,2.564102564102564E-2,0.00000,0.00000,0.19487,0.00000
1024630,4,3,17,2,3,4,0.20181755588456107,2,1,-0.26467825863627131,-0.40302774776137784,-0.36085929615542905,0.31983400511720955,-0.58261219633185224,-3.2708208845423949E-2,-0.33313496405329301,1.0880443626385192,-0.734152610816317,0.91667,8.3333333333333329E-2,0.00000,0.35417,6.25E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58333,0.00000,0.53819,6.25E-2,0.39931,0.85764,2.7777777777777776E-2,0.00000,5.2083333333333336E-2,0.00000,0.00000,0.00000,0.00000,0.00000,6.25E-2,0.00000
