Member id,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Brand Volume
1010010,-0.40302774776137784,0.12007268450484952,-0.5005897716045471,-0.41046808054108824,-0.58810306336238083,-0.46299043199122536,-0.32431044290711875,-0.43855864876146311,1.00000,0.50779
1010020,0.86302800436860483,0.8895638535612953,0.26513908666909242,0.50763387034298624,0.3896409873519765,-0.39072304113881079,-0.26401168627899491,5.2802792709613987E-2,0.88730,0.30054
1014020,0.86302800436860483,2.0438006071459642,1.4394711592316067,1.8274054247388434,0.6936644704056012,-0.35129336673791578,-0.19450061961046322,-0.90655079070912747,0.94156,0.62121
1014030,-1.0360556238263692,-1.1303504652118748,-1.3403176371903451,-1.5580955191461814,-1.3852447098046594,-0.62107534948088228,-0.16100131037261675,-1.1313997523718287,1.00000,1.00000
1014190,-0.40302774776137784,-0.93797767294776335,-0.4651989420204713,-1.0416631717738896,-0.84513595220101334,-0.17316808326018793,0.89809223553160922,-1.2595181756782976,0.61446,0.19277
1017020,-0.40302774776137784,0.98575024969335101,0.80565357486224976,0.56501524227324096,0.41681627075341782,-0.39958274530581361,0.1135296141131503,-0.6548094548893052,1.00000,0.14305
1017110,0.23000012830361349,0.12007268450484952,-0.25285396451601666,-0.29570533668057897,-0.37353155483850042,-0.41782331270846634,-0.13007887107614305,-0.45659829243798805,0.97739,0.50503
1017160,-0.40302774776137784,-0.74560488068365194,-0.33650501626019574,-0.35308670861083363,-0.86948047691480446,0.19475574256395392,-0.17306106169824151,-1.5258517813765815,0.93548,0.83333
1017360,-1.0360556238263692,-0.36085929615542905,1.8757435675589409,-0.2383239647503243,2.0110995636379752,-0.14117470710156685,2.2755151148600898,-2.1662993506191681E-2,0.89807,0.38505
1017460,0.23000012830361349,-0.26467290002337335,-0.5739453092879041,-0.75475631212261618,-0.39278071391452141,-0.47341361336416982,-3.5545569547378139E-3,0.38789789167351779,1.00000,0.59021
1017490,0.23000012830361349,0.7933774574292396,0.56113511591772625,0.62239661420349557,0.24697074949440959,-0.33313496405329301,-0.11075234651584689,-0.6083639956725706,0.81720,5.683563748079877E-2
1020070,0.23000012830361349,0.50481826903307236,0.25226969409306488,1.7126426808783342,0.23819539756269417,0.11020181985902687,-0.7541038345836707,-0.18158106966803558,0.98919,0.48108
1020210,-0.40302774776137784,-0.64941848455159623,1.1273883892629386,-0.29570533668057897,0.22715543868085863,0.10410784344786099,1.5281369361972621,-1.1744331187413728,1.00000,4.4740024183796856E-2
1024050,0.23000012830361349,-0.55323208841954052,0.45496262716549885,-0.18094259282006964,-7.0074223522405762E-2,6.9981575545331839E-2,0.54966260703027126,-0.95621852401020446,1.00000,0.77994
1024100,-1.0360556238263692,-0.74560488068365194,-0.35580910512423708,-0.35308670861083363,-0.47600501933143541,0.19475574256395392,-0.19718056434949102,-0.4843237888956427,1.00000,0.39344
1024120,0.23000012830361349,0.31244547676896095,0.53217898262166419,1.0814475896455329,0.20450936917965754,5.3212784668558062E-3,-0.37807683423386246,-0.63499125382158605,1.00000,0.64174
